file,content
scraped_data/rlgant_com/rlgant.com/celebrity-golf-classic.html.html,"RL Gant Get Checked! Celebrity Golf Classic is a 3-day gathering of current and former professional athletes, actors, artists and business executives where we discuss our collective strategy to get the word out to men, women, our families, friends and our communities about the importance of âgetting checkedâ for prostate and colorectal cancer. The tragic passing of Chadwick Boseman, the talented actor, at the age of 43 came as a surprise and shock to many. For a seemingly healthy, relatively young man to die from colorectal cancer seems almost incomprehensible. Both prostate and colorectal cancer disproportionately affect the African American community, where the rates are the highest of any racial/ethnic group in the US. African Americans are about 20% more likely to get colorectal cancer and about 40% more likely to die from it than most other groups. And among African American men, 19 percent - nearly one in five â will be diagnosed and five percent of those will die from prostate cancer. In fact, colorectal cancer, is the second deadliest cancer in the country and prostate cancer is the fourth most common reason overall for death of African American men. Early-onset colorectal cancers have been increasing by about 2 percent per year since the mid-1990s. This increase has moved colorectal cancer up to being the top cause of cancer deaths in men under the age of 50 and the second-leading cause of cancer deaths in women under 50 in the United States. African Americans are disproportionately burdened by cancer in general. The reasons for these differences are complex, but they largely reflect differences in risk factors and in health care access, which historically, can also be related to socioeconomic status. They often experience greater obstacles to cancer prevention, detection, treatment, and survival, including systemic racial disparities that are complex and go beyond the obvious connection to cancer. The mission of the RL Gant Sports Get Checked! Celebrity Golf Classic is to get screening information in front of all attendees about this important health issue. Then you can take our collective messages back into locker rooms, onto film sets, backstage in dressing rooms, into business suites and into our homes. To use your celebrity and influence to educate our communities about how early screening saves lives RL Gant Sports, Get Checked! Celebrity Golf Classic delivers an unprecedented opportunity, brand experiences and a showcase, to build relationships through exclusivity and hospitality. Whether youâre thanking your top clients or rewarding high performers within your organization, entertaining them at RL Gant Sports Get Checked! Celebrity Golf Classic is smart business. All of our Brand Partners become an integral part of this event and receive customized comprehensive marketing platforms that are keyed into your brands marketing strategy and objectives, including robust social media overlays which can feature attending athletes, entertainers and artists, as an effective tool to communicate with key customers. For additional info, contact:"
scraped_data/rlgant_com/rlgant.com/contact.html.html,"New York Please send an email, indicating the topic of your inquiry by clicking the link below and we will direct your message accordingly. (212) 340-1147 mail@rlgant.com www.rlgant.com Brasil Envie um e-mail, indicando o tÃ³pico do seu inquÃ©rito, clicando no link abaixo e direcionaremos sua mensagem de acordo. (21) 340-1147 mail@rlgant.com www.rlgant.com"
scraped_data/rlgant_com/rlgant.com/news.html.html,"Festival of African American Arts and Entertainment is an annual Celebration of African American Arts and Culture. We are also developing new opportunities and keeping our unwavering commitment intact, to assist our brand partners, clients and all stakeholders, with the continuation to create experiences that engage, activate and deepen relationships with your costumers, our sports clients and their fans. Â The RL Gant Group Inc.âs, long involvement in sports, entertainment, experiential marketing and media, allows us to deliver on these core business values of our positioning statement.Â âDesigning Promotional Opportunities to Increase Brand Strengthâ Recent News The RL Gant Group Inc. And our Aladdin Artists creative team, is deep in pre-production of Festival of African American Arts & Entertainment. Its 2022! The RL Gant Group Inc./Aladdin Artists is deeply involved in creation and pre-production of Festival of African American Arts & Entertainment: www.festivalafroarts.com While Covid 19 threw us all for a loop, the past two years, one very constant remained. We would find new avenues and keep our unwavering commitment intact, to assist our brand partners, clients and all stakeholders, with our continuation to create experiences that engage, activate and deepen relationships with your target costumers and fans alike. The RL Gant Group Inc.âs, long involvement in sports, entertainment experiential marketing and media, allows us always deliver on the core business values of our positioning statement. âGlobal Solutions to Improve Your Competitive Positionâ The RL Gant Sports Get Checked! Celebrity Golf Classic is a 3 day gathering of current and former professional athletes, business executives and entertainers, to discuss strategies to get the word, especially to men of African American descent that the we are at a significantly higher risk of developing prostate cancer. Read More"
scraped_data/rlgant_com/rlgant.com/our-story.html.html,"Our CXO Richard L Gant is President and Chief Experience Oï¬cer of The RL Gant Group Inc. Since founding RL Gant in 1995, Richard has established a world class agency by increasing client opportunities and delivering results, through developing marketing platforms around the enormous synergies between sports, entertainment, experiential events and media. Our Team Players Richard L Gant is President and Chief Experience Oï¬cer of RL Gant. Since founding RL Gant in 1995, Richard has established a world class agency by increasing client sales opportunities through developing platforms around the enormous synergies between sports, entertainment, experiential events and media. Richard is a marketing expert with multiple years of experience working in sports, entertainment and media on groundbreaking events, platforms and programming."
scraped_data/rlgant_com/rlgant.com/jr-reed.html.html,"The Objective Representing JR from his rookie year with the Philadelphia Eagles and it just so happened that they went to the Super Bowl that same year, RL Gant Sports sought to develop a portfolio of marketing opportunities in the local Philadelphia area and expand out from there. The Solution RL Gant Sports developed and negotiated an endorsement deal with a local Philadelphia restaurant for use of JRâs image in their advertising and in store appearances. About RL Gant develops sports, entertainment and media marketing platforms"
scraped_data/rlgant_com/rlgant.com/message-to-stakeholders.html.html,"Its 2022! The RL Gant Group Inc./Aladdin Artists is deeply involved in creation and pre-production of Festival of African American Arts & Entertainment: www.festivalafroarts.com While Covid 19 threw us all for a loop, the past two years, one very constant remained. We would find new avenues and keep our unwavering commitment intact, to assist our brand partners, clients and all stakeholders, with our continuation to create experiences that engage, activate and deepen relationships with your target costumers and fans alike. The RL Gant Group Inc.âs, long involvement in sports, entertainment experiential marketing and media, allows us always deliver on the core business values of our positioning statement. âGlobal Solutions to Improve Your Competitive Positionâ"
scraped_data/rlgant_com/rlgant.com/dwight-hicks.html.html,"The Objective Former San Francisco 49er, two-time Super Bowl winner and All Pro Safety Dwight Hicks wanted to capitalize on his iconic playing career. The Solution RL Gant Sports developed a marketing platform to brand Dwightâs image and personalityÂ for speaking engagements and appearance opportunities, golf product endorsements and licensing programs. Next, our design team, created an iconic logo incorporating Dwightâs playing number and the colors of his former team, San Francisco 49âers. About RL Gant develops sports, entertainment and media marketing platforms"
scraped_data/rlgant_com/rlgant.com/media.html.html,"RL Gant Media has developed a unique activation, engagement and measurement strategy with tactics for our clients and owned properties. It features preparation and maintenance of strategic and tactical media planning including: - Situation analysis - Defining objectives - Defining audiences and strategies - Performing comprehensive audits - Defining voice and brand purpose - Defining reporting intervals - Measuring success - Picking goals using our smart framework Our Tactics - New Media Distribution Formats - Innovative Formats and Events - Innovating Through Digital Content - Innovating Through Partnerships - Innovating with Partners - Broadcast Package Activation - Innovating Through Measurement - Monetize a Propertyâs Social Media Activities - Sponsor Integration - Social Geofencing About RL Gant develops sports, entertainment and media marketing platforms"
scraped_data/rlgant_com/rlgant.com/la-asian-pacific-film-festival.html.html,"The Objective The Los Angeles Asian Pacific Film Festival attracts a diverse, upwardly mobile audience that is the fastest growing demographic in the nation, with a buying power expected to exceed $1 trillion in the next five years. SiÃ©ntate: ventajas y desventajas de este ejercicio de entrenamiento de fuerza abdominal basado en crossfit avanafil testafelice.com programa de musculaciÃ³n mujer ejercicios de glÃºteos sin equipo. The Solution RL Gant eXperiential delivered key opportunities for brands to communicate deeply within the Asian American community, through multiple key platforms, engagement and activations in key enclaves for Asian Americans. Los Angeles and New York City. Brands had the opportunity to wrap their promotional messages in and around filmed and video content originating throughout the global Asian diaspora. About RL Gant develops sports, entertainment and media marketing platforms"
scraped_data/rlgant_com/rlgant.com/sports.html.html,"Since 1995, RL Gant has continued to establish a global footprint in sports marketing, by creating and activating marketing platforms for professional athletes. We specialize in developing product, equipment, apparel endorsements, speaking engagements, licensing and merchandising of name and likeness, as well as activating television, film, digital and media engagements. In addition, we create sports marketing strategies and activate partnerships between brands, sports properties, colleges, stakeholders and their consumer markets. About RL Gant develops sports, entertainment and media marketing platforms"
scraped_data/rlgant_com/rlgant.com/daniel-hernandez.html.html,"The Objective After retiring from MLS FC Dallas in 2012, Daniel desired to use his success as a professional athlete to continue advocating for a number of philanthropic endeavors and leverage his name and personality in select brand endorsements. The Solution RL Gant Sports developed and presented Daniel with product /brand endorsement opportunities where select brands could collaborate and tie in key promotional messaging around his personality. About RL Gant develops sports, entertainment and media marketing platforms"
scraped_data/rlgant_com/rlgant.com/index.html.html,"Home News Our Story Expertise Media Sports Experiential Entertainment Celebrity Golf Classic Contact About RL Gant develops sports, entertainment and media marketing platforms Follow Us On Social Media Useful Links NETWORK ENTERTAINMENT SPORTS"
scraped_data/rlgant_com/rlgant.com/celebrity-golf-classic-news.html.html,"The RL Gant Sports Get Checked! Celebrity Golf Classic is a 3 day gathering of current and former professional athletes, business executives and entertainers, to discuss strategies to get the word, especially to men of African American descent that the we are at a significantly higher risk of developing prostate and colorectal cancer. Today among black men, 19 percent â nearly one in five â will be diagnosed and five percent of those will die from prostate cancer. In fact, prostate cancer is the fourth most common reason overall for death of African American men. We know that they are more likely to die from prostate cancer in part because of delayed diagnosis and in part because of limits in access to treatment. And that the incidence and mortality of colorectal cancer varies by sex, race, and ethnicity and overall, black males and femalesÂ have higher incidence and mortality rates than white, American Indian and Alaska Native, and Asian and Pacific Islander males and females. Our mission is to educate all men and women regardless of race and ethnicity about these important health issue on each day and night of the event. Then, to take our message back into locker rooms, onto film and TV sets, backstage, in dressing rooms, businesses suites, the streets and our communities. The event isÂ an opportunity to use our influence to educate everyone about how early screening saves lives! Toâ¦ Get Checked!"
scraped_data/rlgant_com/rlgant.com/carnaval-brazil-documentary.html.html,"Carnaval Brasil Documentary Although Carnaval is celebrated in towns and villages throughout Brasil and other Catholic countries, Rio de Janeiro has long been regarded as the Carnaval Capital of the World. Carnaval Rio, is not only the biggest, it is also the benchmark against which every other Carnaval is compared. And one of the most interesting artistic events on the Globe. Occurring annually, with 5 days of celebration, 40 days before Easter. It usually happens in February, the hottest month in the Southern Hemisphere, when the Rio summer is at its peak. And almost everyone has heard of Carnaval Rio, and seen at least a glimpse of the TV coverage, which is watched with envy by millions around the world, all of them just wishing that they could be there. But no one has seen it the way Aladdin Artists will capture it. Aladdin Artists will delve deep into its origins and those responsible for continuing the tradition. We will talk with the composers of the music and take a deep look and close listen, to what makes the samba enredo, so compelling. And we will talk with one of the most involved groups in Carnaval Rio, the people of the favelas and feature their very important story. We will interview the residents and members of the local samba schools and see why they are deeply involved with the performance and costumes of their groups. We want to capture the pure essence of the samba schools who entertain the community through samba nights and create the pageantry for the Samba Parade. We will capture video of them picking the themes, writing the music and lyrics, making the costumes and floats and practicing all year to succeed in the SapucaÃ. We will talk with the best of the samba schools and tell their story and showcase their style. Aladdin Artists presents âCarnaval Rioâ like itâs never been seen before. About RL Gant develops sports, entertainment and media marketing platforms"
